Taskset,Algorithm,Number of Tasks,Utilization,Schedulable
tasksets/10-tasks/90-percent/taskset-128,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-128,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-128,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-129,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-129,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-129,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-13,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-13,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-13,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-130,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-130,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-130,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-131,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-131,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-131,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-132,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-132,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-132,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-133,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-133,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-133,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-134,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-134,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-134,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-135,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-135,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-135,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-136,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-136,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-136,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-137,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-137,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-137,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-138,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-138,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-138,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-139,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-139,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-139,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-14,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-14,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-14,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-140,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-140,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-140,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-141,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-141,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-141,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-142,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-142,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-142,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-143,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-143,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-143,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-144,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-144,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-144,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-145,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-145,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-145,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-146,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-146,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-146,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-147,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-147,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-147,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-148,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-148,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-148,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-149,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-149,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-149,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-15,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-15,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-15,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-150,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-150,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-150,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-151,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-151,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-151,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-152,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-152,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-152,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-153,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-153,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-153,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-154,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-154,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-154,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-155,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-155,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-155,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-156,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-156,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-156,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-157,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-157,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-157,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-158,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-158,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-158,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-159,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-159,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-159,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-16,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-16,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-16,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-160,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-160,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-160,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-161,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-161,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-161,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-162,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-162,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-162,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-163,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-163,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-163,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-164,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-164,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-164,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-165,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-165,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-165,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-166,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-166,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-166,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-167,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-167,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-167,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-168,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-168,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-168,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-169,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-169,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-169,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-17,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-17,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-17,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-170,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-170,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-170,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-171,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-171,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-171,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-172,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-172,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-172,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-173,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-173,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-173,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-174,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-174,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-174,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-175,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-175,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-175,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-176,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-176,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-176,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-177,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-177,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-177,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-178,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-178,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-178,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-179,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-179,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-179,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-18,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-18,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-18,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-180,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-180,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-180,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-181,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-181,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-181,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-182,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-182,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-182,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-183,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-183,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-183,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-184,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-184,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-184,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-185,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-185,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-185,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-186,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-186,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-186,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-187,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-187,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-187,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-188,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-188,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-188,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-189,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-189,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-189,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-19,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-19,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-19,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-190,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-190,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-190,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-191,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-191,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-191,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-192,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-192,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-192,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-193,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-193,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-193,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-194,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-194,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-194,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-195,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-195,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-195,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-196,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-196,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-196,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-197,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-197,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-197,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-198,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-198,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-198,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-199,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-199,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-199,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-2,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-2,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-2,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-20,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-20,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-20,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-200,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-200,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-200,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-201,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-201,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-201,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-202,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-202,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-202,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-203,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-203,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-203,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-204,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-204,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-204,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-205,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-205,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-205,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-206,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-206,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-206,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-207,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-207,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-207,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-208,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-208,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-208,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-209,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-209,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-209,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-21,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-21,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-21,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-210,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-210,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-210,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-211,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-211,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-211,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-212,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-212,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-212,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-213,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-213,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-213,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-214,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-214,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-214,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-215,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-215,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-215,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-216,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-216,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-216,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-217,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-217,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-217,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-218,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-218,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-218,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-219,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-219,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-219,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-22,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-22,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-22,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-220,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-220,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-220,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-221,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-221,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-221,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-222,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-222,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-222,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-223,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-223,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-223,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-224,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-224,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-224,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-225,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-225,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-225,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-226,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-226,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-226,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-227,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-227,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-227,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-228,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-228,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-228,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-229,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-229,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-229,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-23,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-23,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-23,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-230,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-230,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-230,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-231,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-231,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-231,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-232,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-232,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-232,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-233,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-233,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-233,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-234,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-234,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-234,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-235,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-235,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-235,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-236,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-236,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-236,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-237,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-237,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-237,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-238,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-238,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-238,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-239,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-239,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-239,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-24,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-24,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-24,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-240,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-240,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-240,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-241,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-241,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-241,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-242,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-242,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-242,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-243,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-243,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-243,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-244,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-244,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-244,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-245,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-245,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-245,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-246,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-246,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-246,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-247,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-247,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-247,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-248,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-248,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-248,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-249,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-249,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-249,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-25,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-25,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-25,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-250,dm,10,90,1
tasksets/10-tasks/90-percent/taskset-250,edf,10,90,0
tasksets/10-tasks/90-percent/taskset-250,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-251,dm,10,90,3
tasksets/10-tasks/90-percent/taskset-251,edf,10,90,2
tasksets/10-tasks/90-percent/taskset-251,rr,10,90,2
tasksets/10-tasks/90-percent/taskset-252,dm,10,90,3
